tanggal_update,nama_tempat,alamat_lengkap,latitude,longitude
2026-07-19,KA coffee shop,"KA coffee shop, Avenue de la République, Hôtel de ville, Hôtel de Ville, Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44600, France",47.2751408,-2.2132213
